"Product Name","ASIN","Ownership Type","Ownership Subtype"
"CliffsNotes on Golding's Lord of the Flies (CliffsNotes on Literature)","0764585975","Not Interested","NI"
"To Kill A Mockingbird (Barron's Book Notes)","0812034465","Not Interested","NI"
"Cliffsnotes Hemingway's the Old Man and the Sea (Dummies Trade)","0764586602","Not Interested","NI"
"Napoleon's Buttons: How 17 Molecules Changed History","1585422207","Not Interested","LR"
"Tallgrass Prairie Wildflowers: A Field Guide","1560442999","Not Interested","NI"
"Perennials for Minnesota and Wisconsin","1551053853","Not Interested","NI"
"A Raisin in the Sun","0679755330","Not Interested","NI"
"Show and Tell: New and Selected Poems (The University of Wisconsin Press Poetry Series)","0299185842","Not Interested","NI"
"The Moviegoer","0375701966","Not Interested","NI"
"Managing Ignatius: The Lunacy of Lucky Dogs and Life in New Orleans","0767903242","Not Interested","NI"
"Ignatius Rising: The Life of John Kennedy Toole","0807126802","Not Interested","NI"
"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx","0743254430","Not Interested","LR"
"The Crucible: A Play in Four Acts","0142437336","Not Interested","LR"
"The Sun Also Rises","0684800713","Not Interested","LR"
"A Streetcar Named Desire","0451167783","Not Interested","NI"
"A Clockwork Orange","0393312836","Not Interested","NI"
"Night","0553272535","Not Interested","NI"
"The Five People You Meet in Heaven","0786868716","Not Interested","NI"
"Catch-22","0684833395","Not Interested","GR"
"Catch-22","0684833395","Not Interested","LR"
"Brave New World","0060929871","Not Interested","GR"
"The Glass Menagerie","0811214044","Not Interested","NI"
"The Adventures of Huckleberry Finn (Bantam Classics)","0553210793","Not Interested","NI"
"The Adventures of Huckleberry Finn (Penguin Classics)","0142437174","Not Interested","GR"
"Their Eyes Were Watching God","0060931418","Not Interested","NI"
"CliffsNotes on Fitzgerald's The Great Gatsby (Cliffsnotes Literature Guides)","0764586017","Not Interested","NI"
"A New Path to the Waterfall","0871133741","Not Interested","NI"
"Fires: Essays, Poems, Stories","0679722394","Not Interested","NI"
"All of Us: The Collected Poems","0375703802","Not Interested","NI"
"Short Cuts: Selected Stories","0679748644","Not Interested","NI"
"Call If You Need Me: The Uncollected Fiction and Other Prose","0375726284","Not Interested","NI"
"The Complete Stories (FSG Classics)","0374515360","Not Interested","NI"
"The Grapes of Wrath (Centennial Edition)","0142000663","Not Interested","NI"
"The Stories of John Cheever","0375724427","Not Interested","NI"
"The Scarlet Letter (Bantam Classics)","0553210092","Not Interested","NI"
"Rereading America: Cultural Contexts for Critical Thinking and Writing, Fifth Edition","0312249179","Not Interested","NI"
"The Neon Bible","0802132073","Not Interested","NI"
"Month-by-month Gardening In Minnesota","188860896X","Not Interested","NI"
"A Chosen Few: The Resurrection of European Jewry (Ballantine Reader's Circle)","0345448146","Not Interested","NI"
"Minnesota’s Natural Heritage: An Ecological Perspective","0816621330","Not Interested","NI"
"1968: The Year That Rocked the World","0345455819","Not Interested","NI"
"Tobacco: A Cultural History of How an Exotic Plant Seduced Civilization","0802139604","Not Interested","NI"
"Reptiles & Amphibians of Minnesota","1591930065","Not Interested","NI"
"Birds of Minnesota and Wisconsin","1551053241","Not Interested","NI"
"Minnesota Gardener's Guide","1888608986","Not Interested","NI"
"Salt: A World History","0142001619","Not Interested","GR"
"Northland Wildflowers: The Comprehensive Guide to the Minnesota Region, Revised Edition","0816635722","Not Interested","NI"
"Critters of Minnesota Pocket Guide","1885061870","Not Interested","NI"
"Animal Tracks of Minnesota and Wisconsin","1551052504","Not Interested","NI"
"Minnesota Birds: A Folding Pocket Guide to Familiar Species (Nature Observation North America)","1583551034","Not Interested","NI"
"Birds of Prey of Minnesota Field Guide","1885061455","Not Interested","NI"
"The Politically Incorrect Guide to American History","0895260476","Not Interested","NI"
"History of Beauty","0847826465","Not Interested","NI"
"Constitutional Chaos: What Happens When the Government Breaks Its Own Laws","0785260838","Not Interested","NI"
"The Case For Democracy","1586482610","Not Interested","NI"
"Confessions of an Economic Hit Man","1576753018","Not Interested","NI"
"The United States of Europe: The New Superpower and the End of American Supremacy","1594200335","Not Interested","NI"
"Long Way Round: Chasing Shadows Across the World","0743499336","Not Interested","NI"
"Masters of Chaos: The Secret History of the Special Forces","1586482491","Not Interested","NI"
"America's Secret War: Inside the Hidden Worldwide Struggle Between the United States and Its Enemies","0385512457","Not Interested","NI"
"Born Fighting: How the Scots-Irish Shaped America","0767916883","Not Interested","NI"
"Shadow War: The Untold Story of How Bush Is Winning the War on Terror","0895260522","Not Interested","NI"
"French Women Don't Get Fat: The Secret of Eating for Pleasure","1400042127","Not Interested","NI"
"O: The Intimate History of the Orgasm","0802117864","Not Interested","NI"
"Emily Post's Etiquette, 17th Edition (Thumb Indexed)","0066209579","Not Interested","NI"
"The Perricone Promise: Look Younger Live Longer in Three Easy Steps","044650016X","Not Interested","NI"
"Beautified: Secrets for Women to Look Great and Feel Fabulous","1400081440","Not Interested","NI"
"InStyle Getting Gorgeous (Hardcover)","1932273557","Not Interested","NI"
"Cooking 'Round the Clock: Rachael Ray's 30-Minute Meals","1891105167","Not Interested","NI"
"The Da Vinci Code: Special Illustrated Edition","0385513755","Not Interested","NI"
"Anything For a T-Shirt: Fred Lebow and the New York City Marathon, the World's Greatest Footrace (Sports and Entertainment)","0815608063","Not Interested","NI"
"The Official Fahrenheit 9/11 Reader","0743272927","Not Interested","NI"
"Will They Ever Trust Us Again?: Letters From the War Zone","0743271521","Not Interested","NI"
"A Confederacy Of Dunces","0807130087","Not Interested","NI"
"The Lexus and the Olive Tree: Understanding Globalization","0385499345","Not Interested","NI"
"Triathlete Magazine's Complete Triathlon Book: The Training, Diet, Health, Equipment, and Safety Tips You Need to Do Your Best","0446679283","Not Interested","NI"
"Monkey Wrench Gang, The","0060956445","Not Interested","NI"
"Sinfully Vegan: Over 140 Decadent Desserts to Satisfy Every Vegan's Sweet Tooth","1569244766","Not Interested","NI"
"A Confederacy of Dunces (Evergreen Book)","0802130208","Not Interested","GR"
"Hal Higdon's Smart Running","0875965350","Not Interested","LR"
"Going Long: Training for Ironman-Distance Triathlons (Ultrafit Multisport Training Series)","1931382247","Not Interested","NI"
"The Well-Fed Backpacker: A Hiking Cookbook","0394738047","Not Interested","NI"
"Everest : Mountain Without Mercy","0792270142","Not Interested","NI"
"Time's Pendulum: From Sundials to Atomic Clocks, the Fascinating History of Timekeeping and How Our Discoveries Changed the World","0156006499","Not Interested","NI"
"How to Read Literature Like a Professor: A Lively and Entertaining Guide to Reading Between the Lines","006000942X","Not Interested","NI"
"Walking the Appalachian Trail","0811730956","Not Interested","NI"
"Everything Is Illuminated: A Novel","0060529709","Not Interested","LR"
"The Fracture Zone: My Return to the Balkans","0060954949","Not Interested","NI"
"The Dante Club: A Novel","0812971043","Not Interested","NI"
"Sellevision: A Novel","0312422288","Not Interested","NI"
"Made in America: An Informal History of the English Language in the United States","0380713810","Not Interested","NI"
"The Amazing Adventures of Kavalier & Clay","0312282990","Not Interested","LR"
"The Mother Tongue - English And How It Got That Way","0380715430","Not Interested","NI"
"The Book of Liz (Acting Edition for Theater Productions)","0822218275","Not Interested","NI"
"Notes from a Small Island","0380727501","Not Interested","NI"
"The Lost Continent: Travels in Small-Town America","0060920084","Not Interested","NI"
"In a Sunburned Country","0767903862","Not Interested","LR"
"A Paper Life","0060540974","Not Interested","NI"
"Learning to Sing: Hearing the Music in Your Life","1400063922","Not Interested","NI"
"American Soldier","0060731583","Not Interested","NI"
"The Dalai Lama: A Policy of Kindness - An Anthology of Writings By and About The Dalai Lama","1559390220","Not Interested","NI"
"The Family: The Real Story of the Bush Dynasty","0385503245","Not Interested","NI"
"Magical Thinking: True Stories","0312315945","Not Interested","NI"
"The Color of Water: A Black Man's Tribute to His White Mother","1573225789","Not Interested","NI"
"Over the Edge of the World: Magellan's Terrifying Circumnavigation of the Globe","0066211735","Not Interested","NI"
"Blinded by the Right: The Conscience of an Ex-Conservative","1400047285","Not Interested","NI"
"I'm a Stranger Here Myself: Notes on Returning to America After 20 Years Away","076790382X","Not Interested","NI"
"Boater's Guide to Lake Powell: Featuring Hiking, Camping, Geology, History and Archaeology (4th Edition)","0944510191","Not Interested","NI"
"The Essential Guide to Running the New York City Marathon","0399528520","Not Interested","NI"
"Letters to Father: Suor Maria Celeste to Galileo, 1623-1633 (Penguin Classics)","0142437158","Not Interested","NI"
"The Santaland Diaries / Season's Greetings: 2 Plays","0822216310","Not Interested","NI"
"Mental Floss Presents Condensed Knowledge: A Deliciously Irreverent Guide to Feeling Smart Again","0060568062","Not Interested","NI"
"Bushworld","039915258X","Not Interested","NI"
"Pacific Crest Trail: Southern California","0899973167","Not Interested","NI"
"Pacific Crest Trail: Northern California","0899973175","Not Interested","NI"
"Marathon Training for Dummies","0764525107","Not Interested","NI"
"American Dynasty","0670032646","Not Interested","NI"
"Downsize This! Random Threats from an Unarmed American","0060977337","Not Interested","NI"
"David Sedaris Live at Carnegie Hall","1586215647","Not Interested","NI"
"Runner's World Complete Book of Running: Everything You Need to Know to Run for Fun, Fitness and Competition","1579541860","Not Interested","NI"
"Thieves in High Places: They've Stolen Our Country--And It's Time to Take It Back","0670031410","Not Interested","NI"
"Shrub : The Short but Happy Political Life of George W. Bush","0375757147","Not Interested","NI"
"The Lies of George W. Bush: Mastering the Politics of Deception","1400050669","Not Interested","NI"
"Big Lies: The Right-Wing Propaganda Machine and How It Distorts the Truth","0312315600","Not Interested","NI"
"When Will Jesus Bring the Pork Chops?","1401301347","Not Interested","NI"
"Still More George W. Bushisms: ""Neither in French nor in English nor in Mexican""","0743251008","Not Interested","NI"
"Worse Than Watergate: The Secret Presidency of George W. Bush","031600023X","Not Interested","NI"
"Why Not Me?: The Inside Story of the Making and Unmaking of the Franken Presidency","0385334540","Not Interested","NI"
"Oh, the Things I Know!: A Guide to Success, or, Failing That, Happiness","0452284503","Not Interested","NI"
"Stupid White Men ...And Other Sorry Excuses for the State of the Nation!","0060392452","Not Interested","NI"
"Bushwhacked: Life in George W. Bush's America","0375507523","Not Interested","NI"
"Dude, Where's My Country?","0446532231","Not Interested","NI"
"Marathoning A to Z: 500 Ways to Run Better, Faster, and Smarter","1585744530","Not Interested","NI"
"NAKED PIC FAMOUS PEOPLE","0688171621","Not Interested","NI"
"Against All Enemies: Inside America's War on Terror","0743260244","Not Interested","NI"
"Galloway's Book on Running","0936070277","Not Interested","NI"
"I Run, Therefore I Am--Nuts!","0736040358","Not Interested","NI"
"The Runner's Guide to the Meaning of Life: What 35 Years of Running Have Taught Me About Winning, Losing, Happiness, Humility, and the Human Heart","1579542638","Not Interested","NI"
"Training for Young Distance Runners","087322406X","Not Interested","NI"
"The Runner's Handbook : The Bestselling Classic Fitness Guide for Beginning and Intermediate Runners (2nd rev Edition)","0140469303","Not Interested","NI"
"1,000 Places to See Before You Die: A Traveler's Life List","0761104844","Not Interested","NI"
"Run with the Best: A Coach's Guide to Training Middle & Long Distance Runners (Based on the Cervtty & Lydiard Models)","0911521615","Not Interested","NI"
"Bryson's Dictionary of Troublesome Words","0767910427","Not Interested","NI"
"Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture","0142000159","Not Interested","NI"
"Bannister and Beyond: The Mystique of the Four-Minute Mile","1891369350","Not Interested","NI"
"The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time","0802775934","Not Interested","NI"
"The Riddle of the Compass: The Invention that Changed the World","0156007533","Not Interested","NI"
"Angels & Demons","0671027360","Not Interested","NI"
"Life of Pi: A Novel","0156027321","Not Interested","LR"
"The Curious Incident of the Dog in the Night-Time","1400032717","Not Interested","LR"
"The Perfect Mile: Three Athletes, One Goal, and Less Than Four Minutes to Achieve It","0618391126","Not Interested","NI"
"Running to the Top","3891244401","Not Interested","NI"
"Endurance: Shackleton's Incredible Voyage","078670621X","Not Interested","LR"
"Bill Bryson's African Diary","0767915062","Not Interested","NI"
"Doctor on Everest: Emergency Medicine at the Top of the World - A Personal Account of the 1996 Disaster","1585745995","Not Interested","NI"
"My Life","0375414576","Not Interested","NI"
"The Other Side of Everest: Climbing the North Face Through the Killer Storm","0812933400","Not Interested","NI"
"Alive: The Story of the Andes Survivors","038000321X","Not Interested","NI"
"High Exposure: An Enduring Passion for Everest and Unforgiving Places","0684865459","Not Interested","NI"
"Benjamin Franklin: An American Life","0684807610","Not Interested","LR"
"The Climb: Tragic Ambitions on Everest","0312965338","Not Interested","NI"
"Touching the Void: The True Story of One Man's Miraculous Survival","0060730552","Not Interested","NI"
"Into the Wild","0385486804","Not Interested","GR"
"Krakatoa: The Day the World Exploded","0066212855","Not Interested","NI"
"The Greatest Generation","0375502025","Not Interested","NI"
"His Excellency: George Washington","1400040310","Not Interested","NI"
"The Price of Loyalty: George W. Bush, the White House, and the Education of Paul O'Neill","0743255453","Not Interested","NI"
"The Exploration of the Colorado River and Its Canyons (Penguin Classics)","0142437522","Not Interested","NI"
"American Massacre: The Tragedy at Mountain Meadows, September 1857","0375412085","Not Interested","NI"
"Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II","0375508589","Not Interested","NI"
"Founding Mothers: The Women Who Raised Our Nation","0060090251","Not Interested","NI"
"Alexander Hamilton","1594200092","Not Interested","NI"
"Isaac's Storm: A Man, a Time, and the Deadliest Hurricane in History","0375708278","Not Interested","GR"
"Plan of Attack","074325547X","Not Interested","NI"
"The Runner and the Path: An Athlete's Quest for Meaning in Postmodern Corporate America","1891369288","Not Interested","NI"
"Train Hard, Win Easy: The Kenyan Way","0911521607","Not Interested","NI"
"The Runner's Training Diary: For Fitness Runners and Competitive Racers","0140469915","Not Interested","NI"
"Eiger Dreams: Ventures Among Men and Mountains","0385488181","Not Interested","NI"
"Coaching Cross Country Successfully (Coaching Successfully Series)","088011701X","Not Interested","NI"
"First Marathons: Personal Encounters With the 26.2-Mile Monster","1891369113","Not Interested","NI"
"Marathoning for Mortals: A Regular Person's Guide to the Joy of Running or Walking a Half-Marathon or Marathon","1579547826","Not Interested","NI"
"Marathon: You Can Do It!","0936070250","Not Interested","NI"
"Programmed to Run","0736037497","Not Interested","NI"
"4 Months to A 4 Hour Marathon: Everything a Runner Needs to Know About","0399524150","Not Interested","NI"
"The Complete Book of Running for Women","0671017039","Not Interested","NI"
"The Non-Runner's Marathon Trainer","1570281823","Not Interested","NI"
"Advanced Marathoning","0736034315","Not Interested","GR"
"Lore of Running, 4th Edition","0873229592","Not Interested","GR"
"The Silence of Great Distance: Women Running Long","0962924326","Not Interested","NI"
"Once a Runner: A Novel","0915297019","Not Interested","GR"
"Harvey Penick's Little Red Book: Lessons and Teachings from a Lifetime in Golf","0684859246","Not Interested","NI"
"Golf Annika's Way: How I Elevated My Game to Be the Best-- and How You Can Too","1592400760","Not Interested","NI"
"Not Available","0743456912","Not Interested","NI"
"Arnold Palmer: Memories, Stories, and Memorabilia from a Life on and Off the Course","1584793309","Not Interested","NI"
"Caddy for Life: The Bruce Edwards Story","0316777889","Not Interested","NI"
"The Complete Runner's Day-By-Day Log and Calendar 2005","1400061474","Not Interested","NI"
"The Grand Slam: Bobby Jones, America, and the Story of Golf","1401301088","Not Interested","NI"
"Extreme Golf: The World's Most Unusual, Fantastic And Bizarre Courses","1402203144","Not Interested","NI"
"The Right Nation: Conservative Power in America","1594200203","Not Interested","NI"
"Green River, Running Red: The Real Story of the Green River Killer--America's Deadliest Serial Murderer","0743238516","Not Interested","NI"
"Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions","0743249992","Not Interested","NI"
"The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States","0393326713","Not Interested","NI"
"What's the Matter with Kansas? How Conservatives Won the Heart of America","0805073396","Not Interested","NI"
"How to Talk to a Liberal (If You Must): The World According to Ann Coulter","1400054184","Not Interested","NI"
"The Rosedale Diet","0060565721","Not Interested","NI"
"The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution","0618005838","Not Interested","NI"
"Desert Solitaire: A Season in the Wilderness","0345326490","Not Interested","NI"
"River : One Man's Journey Down the Colorado, Source to Sea","0375701826","Not Interested","NI"
"The Long Run (Kindle Single)","B0060ANFPG","Item Owner","KOLL"
